name,English_name,character_name,img_url
Natsume Yuujinchou Movie: Utsusemi ni Musubu,Natsume's Book of Friends Movie: Ephemeral Bond,"Natsume, Takashi",https://cdn.myanimelist.net/images/characters/7/318487.jpg
Natsume Yuujinchou Movie: Utsusemi ni Musubu,Natsume's Book of Friends Movie: Ephemeral Bond,"Natsume, Takashi",https://cdn.myanimelist.net/images/characters/14/333872.jpg
Natsume Yuujinchou Movie: Utsusemi ni Musubu,Natsume's Book of Friends Movie: Ephemeral Bond,"Natsume, Takashi",https://cdn.myanimelist.net/images/characters/15/375787.jpg
Natsume Yuujinchou Movie: Utsusemi ni Musubu,Natsume's Book of Friends Movie: Ephemeral Bond,"Natsume, Takashi",https://cdn.myanimelist.net/images/characters/15/477324.jpg
Natsume Yuujinchou Movie: Utsusemi ni Musubu,Natsume's Book of Friends Movie: Ephemeral Bond,"Natsume, Takashi",https://cdn.myanimelist.net/images/characters/10/477326.jpg
Natsume Yuujinchou Movie: Utsusemi ni Musubu,Natsume's Book of Friends Movie: Ephemeral Bond,"Natsume, Takashi",https://cdn.myanimelist.net/images/characters/14/578177.jpg
Natsume Yuujinchou Movie: Utsusemi ni Musubu,Natsume's Book of Friends Movie: Ephemeral Bond,"Natsume, Takashi",https://cdn.myanimelist.net/images/characters/4/578179.jpg
Ramayana: The Legend of Prince Rama,Unknown,Hanuman,https://cdn.myanimelist.net/images/characters/6/511185.jpg
One Piece,Unknown,Jinbe,https://cdn.myanimelist.net/images/characters/5/61708.jpg
One Piece,Unknown,Jinbe,https://cdn.myanimelist.net/images/characters/5/73927.jpg
One Piece,Unknown,Jinbe,https://cdn.myanimelist.net/images/characters/6/76426.jpg
One Piece,Unknown,Jinbe,https://cdn.myanimelist.net/images/characters/6/105994.jpg
One Piece,Unknown,Jinbe,https://cdn.myanimelist.net/images/characters/3/159069.jpg
One Piece,Unknown,Jinbe,https://cdn.myanimelist.net/images/characters/12/159071.jpg
